P.key,grill_type,is_frozen,item_material,sample_item_index,guess_grill_correct,thumbs_up_score
572,Propane,false,Ground Beef Patty,3,true,5.1
573,Propane,true,Ground Beef Patty,4,true,5.7
574,Propane,false,Ground Beef Patty,5,true,5.4
575,Propane,true,Ground Beef Patty,6,true,5.0
576,Propane,false,Ground Beef Patty,7,true,5.0
577,Propane,true,Ground Beef Patty,8,true,6.0
578,Propane,false,Ground Beef Patty,9,true,5.3
579,Propane,true,Ground Beef Patty,10,true,5.3
580,Propane,false,Ground Beef Patty,11,true,5.3
581,Propane,true,Ground Beef Patty,12,true,5.1
582,Propane,false,Ground Beef Patty,13,true,5.8
583,Propane,true,Ground Beef Patty,14,true,5.2
584,Propane,false,Ground Beef Patty,15,true,5.7
585,Propane,true,Ground Beef Patty,16,true,5.0
586,Propane,false,Ground Beef Patty,17,true,5.3
587,Propane,true,Ground Beef Patty,18,true,5.2
588,Propane,false,Ground Beef Patty,19,true,5.7
589,Propane,true,Ground Beef Patty,20,true,6.0
590,Propane,false,Ground Beef Patty,21,true,5.5
591,Propane,true,Ground Beef Patty,22,true,5.6
592,Propane,false,Ground Beef Patty,23,true,5.3
593,Propane,true,Ground Beef Patty,24,true,5.6
594,Propane,false,Ground Beef Patty,25,true,5.2
595,Propane,true,Ground Beef Patty,26,true,6.2
596,Propane,false,Ground Beef Patty,27,true,5.5
597,Propane,true,Ground Beef Patty,28,true,6.0
598,Propane,false,Ground Beef Patty,29,true,5.2
599,Propane,true,Ground Beef Patty,30,true,5.3
600,Charcoal,false,Ground Beef Patty,1,true,0.1
601,Charcoal,true,Ground Beef Patty,2,true,0.5
602,Charcoal,false,Ground Beef Patty,3,true,0.5
603,Charcoal,true,Ground Beef Patty,4,true,0.4
604,Charcoal,false,Ground Beef Patty,5,true,0.2
605,Charcoal,true,Ground Beef Patty,6,true,0.1
606,Charcoal,false,Ground Beef Patty,7,true,0.3
607,Charcoal,true,Ground Beef Patty,8,true,0.0
608,Charcoal,false,Ground Beef Patty,9,true,0.0
609,Charcoal,true,Ground Beef Patty,10,true,0.5
610,Charcoal,false,Ground Beef Patty,11,true,0.3
611,Charcoal,true,Ground Beef Patty,12,false,0.2
612,Charcoal,false,Ground Beef Patty,13,true,0.3
613,Charcoal,true,Ground Beef Patty,14,true,0.3
614,Charcoal,false,Ground Beef Patty,15,true,0.3
615,Charcoal,true,Ground Beef Patty,16,true,0.2
616,Charcoal,false,Ground Beef Patty,17,true,0.2
617,Charcoal,true,Ground Beef Patty,18,true,0.3
618,Charcoal,false,Ground Beef Patty,19,true,0.5
619,Charcoal,true,Ground Beef Patty,20,false,0.3
620,Charcoal,false,Ground Beef Patty,21,true,0.3
621,Charcoal,true,Ground Beef Patty,22,true,0.2
622,Charcoal,false,Ground Beef Patty,23,true,0.4
623,Charcoal,true,Ground Beef Patty,24,true,0.4
624,Charcoal,false,Ground Beef Patty,25,true,0.2
625,Charcoal,true,Ground Beef Patty,26,true,0.1
626,Charcoal,false,Ground Beef Patty,27,true,0.5
627,Charcoal,true,Ground Beef Patty,28,true,0.4
628,Charcoal,false,Ground Beef Patty,29,true,0.4
629,Charcoal,true,Ground Beef Patty,30,true,0.5
630,Charcoal,false,Ground Beef Patty,1,true,0.4
631,Charcoal,true,Ground Beef Patty,2,true,0.0
632,Charcoal,false,Ground Beef Patty,3,true,0.1
633,Charcoal,true,Ground Beef Patty,4,true,0.3
634,Charcoal,false,Ground Beef Patty,5,true,0.4
635,Charcoal,true,Ground Beef Patty,6,false,0.1
636,Charcoal,false,Ground Beef Patty,7,true,0.2
637,Charcoal,true,Ground Beef Patty,8,true,0.4
638,Charcoal,false,Ground Beef Patty,9,true,0.4
639,Charcoal,true,Ground Beef Patty,10,true,0.0
640,Charcoal,false,Ground Beef Patty,11,true,0.2
641,Charcoal,true,Ground Beef Patty,12,true,0.1
642,Charcoal,false,Ground Beef Patty,13,true,0.2
643,Charcoal,true,Ground Beef Patty,14,true,0.2
644,Charcoal,false,Ground Beef Patty,15,true,0.4
645,Charcoal,true,Ground Beef Patty,16,false,0.2
646,Charcoal,false,Ground Beef Patty,17,true,0.3
647,Charcoal,true,Ground Beef Patty,18,true,0.0
648,Charcoal,false,Ground Beef Patty,19,true,0.4
649,Charcoal,true,Ground Beef Patty,20,false,0.2
650,Charcoal,false,Ground Beef Patty,21,false,0.2
651,Charcoal,true,Ground Beef Patty,22,true,0.3
652,Charcoal,false,Ground Beef Patty,23,true,0.3
653,Charcoal,true,Ground Beef Patty,24,true,0.4
654,Charcoal,false,Ground Beef Patty,25,true,0.4
655,Charcoal,true,Ground Beef Patty,26,true,0.2
656,Charcoal,false,Ground Beef Patty,27,false,0.2
657,Charcoal,true,Ground Beef Patty,28,true,0.0
658,Charcoal,false,Ground Beef Patty,29,true,0.1
659,Charcoal,true,Ground Beef Patty,30,true,0.2
660,Charcoal,false,Ground Beef Patty,1,false,0.0
661,Charcoal,true,Ground Beef Patty,2,true,0.1
662,Charcoal,false,Ground Beef Patty,3,true,0.1
663,Charcoal,true,Ground Beef Patty,4,true,0.0
664,Charcoal,false,Ground Beef Patty,5,false,0.1
665,Charcoal,true,Ground Beef Patty,6,false,0.1
666,Charcoal,false,Ground Beef Patty,7,true,0.1
667,Charcoal,true,Ground Beef Patty,8,true,0.0
668,Charcoal,false,Ground Beef Patty,9,false,0.1
669,Charcoal,true,Ground Beef Patty,10,true,0.1
670,Charcoal,false,Ground Beef Patty,11,true,0.0
671,Charcoal,true,Ground Beef Patty,12,true,0.0
672,Charcoal,false,Ground Beef Patty,13,true,0.1
673,Charcoal,true,Ground Beef Patty,14,true,0.1
674,Charcoal,false,Ground Beef Patty,15,true,0.0
675,Charcoal,true,Ground Beef Patty,16,true,0.0
676,Charcoal,false,Ground Beef Patty,17,false,0.0
677,Charcoal,true,Ground Beef Patty,18,true,0.1
678,Charcoal,false,Ground Beef Patty,19,true,0.1
679,Charcoal,true,Ground Beef Patty,20,true,0.1
680,Charcoal,false,Ground Beef Patty,21,true,0.0
681,Charcoal,true,Ground Beef Patty,22,true,0.0
682,Charcoal,false,Ground Beef Patty,23,true,0.0
683,Charcoal,true,Ground Beef Patty,24,false,0.0
684,Charcoal,false,Ground Beef Patty,25,false,0.0
685,Charcoal,true,Ground Beef Patty,26,true,0.1
686,Charcoal,false,Ground Beef Patty,27,false,0.1
687,Charcoal,true,Ground Beef Patty,28,true,0.1
688,Charcoal,false,Ground Beef Patty,29,true,0.0
689,Charcoal,true,Ground Beef Patty,30,true,0.0
690,Charcoal,false,Ground Beef Patty,1,true,0.2
691,Charcoal,true,Ground Beef Patty,2,true,0.1
692,Charcoal,false,Ground Beef Patty,3,false,0.2
693,Charcoal,true,Ground Beef Patty,4,true,0.1
694,Charcoal,false,Ground Beef Patty,5,true,0.0
695,Charcoal,true,Ground Beef Patty,6,true,0.0
696,Charcoal,false,Ground Beef Patty,7,true,0.3
697,Charcoal,true,Ground Beef Patty,8,true,0.3
698,Charcoal,false,Ground Beef Patty,9,true,0.0
699,Charcoal,true,Ground Beef Patty,10,true,0.2
700,Charcoal,false,Ground Beef Patty,11,true,0.3
701,Charcoal,true,Ground Beef Patty,12,true,0.2
702,Charcoal,false,Ground Beef Patty,13,true,0.0
703,Charcoal,true,Ground Beef Patty,14,true,0.1
704,Charcoal,false,Ground Beef Patty,15,true,0.0
705,Charcoal,true,Ground Beef Patty,16,true,0.1
706,Charcoal,false,Ground Beef Patty,17,false,0.2
707,Charcoal,true,Ground Beef Patty,18,true,0.1
708,Charcoal,false,Ground Beef Patty,19,true,0.3
709,Charcoal,true,Ground Beef Patty,20,true,0.0
710,Charcoal,false,Ground Beef Patty,21,true,0.1
711,Charcoal,true,Ground Beef Patty,22,true,0.1
712,Charcoal,false,Ground Beef Patty,23,true,0.0
713,Charcoal,true,Ground Beef Patty,24,true,0.2
714,Charcoal,false,Ground Beef Patty,25,true,0.3
715,Charcoal,true,Ground Beef Patty,26,true,0.3
716,Charcoal,false,Ground Beef Patty,27,false,0.1
717,Charcoal,true,Ground Beef Patty,28,true,0.3
718,Charcoal,false,Ground Beef Patty,29,true,0.2
